image_id,image_path,dataset,label,split
eyepacs_32547_right,data/raw/eyepac/colored_images/colored_images/No_DR/32547_right.png,eyepacs,0,train
eyepacs_21539_right,data/raw/eyepac/colored_images/colored_images/No_DR/21539_right.png,eyepacs,0,train
eyepacs_28782_left,data/raw/eyepac/colored_images/colored_images/No_DR/28782_left.png,eyepacs,0,train
eyepacs_39464_right,data/raw/eyepac/colored_images/colored_images/No_DR/39464_right.png,eyepacs,0,train
eyepacs_10695_left,data/raw/eyepac/colored_images/colored_images/No_DR/10695_left.png,eyepacs,0,train
eyepacs_41250_right,data/raw/eyepac/colored_images/colored_images/No_DR/41250_right.png,eyepacs,0,train
eyepacs_41205_left,data/raw/eyepac/colored_images/colored_images/No_DR/41205_left.png,eyepacs,0,train
eyepacs_22642_left,data/raw/eyepac/colored_images/colored_images/No_DR/22642_left.png,eyepacs,0,train
eyepacs_24983_right,data/raw/eyepac/colored_images/colored_images/Mild/24983_right.png,eyepacs,1,train
eyepacs_31710_right,data/raw/eyepac/colored_images/colored_images/No_DR/31710_right.png,eyepacs,0,train
eyepacs_6819_right,data/raw/eyepac/colored_images/colored_images/No_DR/6819_right.png,eyepacs,0,train
eyepacs_38049_left,data/raw/eyepac/colored_images/colored_images/No_DR/38049_left.png,eyepacs,0,train
eyepacs_18363_right,data/raw/eyepac/colored_images/colored_images/Severe/18363_right.png,eyepacs,3,train
eyepacs_35775_left,data/raw/eyepac/colored_images/colored_images/No_DR/35775_left.png,eyepacs,0,train
eyepacs_19179_right,data/raw/eyepac/colored_images/colored_images/No_DR/19179_right.png,eyepacs,0,train
eyepacs_29092_left,data/raw/eyepac/colored_images/colored_images/No_DR/29092_left.png,eyepacs,0,train
eyepacs_17693_right,data/raw/eyepac/colored_images/colored_images/No_DR/17693_right.png,eyepacs,0,train
eyepacs_34223_left,data/raw/eyepac/colored_images/colored_images/No_DR/34223_left.png,eyepacs,0,train
eyepacs_35318_right,data/raw/eyepac/colored_images/colored_images/No_DR/35318_right.png,eyepacs,0,train
eyepacs_10608_left,data/raw/eyepac/colored_images/colored_images/No_DR/10608_left.png,eyepacs,0,train
eyepacs_38495_left,data/raw/eyepac/colored_images/colored_images/No_DR/38495_left.png,eyepacs,0,train
eyepacs_9312_right,data/raw/eyepac/colored_images/colored_images/No_DR/9312_right.png,eyepacs,0,train
eyepacs_34814_left,data/raw/eyepac/colored_images/colored_images/Mild/34814_left.png,eyepacs,1,train
eyepacs_149_left,data/raw/eyepac/colored_images/colored_images/No_DR/149_left.png,eyepacs,0,train
eyepacs_27542_right,data/raw/eyepac/colored_images/colored_images/No_DR/27542_right.png,eyepacs,0,train
eyepacs_16509_left,data/raw/eyepac/colored_images/colored_images/Mild/16509_left.png,eyepacs,1,train
eyepacs_25507_left,data/raw/eyepac/colored_images/colored_images/No_DR/25507_left.png,eyepacs,0,train
eyepacs_26763_right,data/raw/eyepac/colored_images/colored_images/Mild/26763_right.png,eyepacs,1,train
eyepacs_4693_right,data/raw/eyepac/colored_images/colored_images/Moderate/4693_right.png,eyepacs,2,train
eyepacs_22775_left,data/raw/eyepac/colored_images/colored_images/No_DR/22775_left.png,eyepacs,0,train
eyepacs_17053_right,data/raw/eyepac/colored_images/colored_images/No_DR/17053_right.png,eyepacs,0,train
eyepacs_12790_right,data/raw/eyepac/colored_images/colored_images/No_DR/12790_right.png,eyepacs,0,train
eyepacs_19262_left,data/raw/eyepac/colored_images/colored_images/No_DR/19262_left.png,eyepacs,0,train
eyepacs_18610_right,data/raw/eyepac/colored_images/colored_images/No_DR/18610_right.png,eyepacs,0,train
eyepacs_37286_right,data/raw/eyepac/colored_images/colored_images/No_DR/37286_right.png,eyepacs,0,train
eyepacs_13773_right,data/raw/eyepac/colored_images/colored_images/Moderate/13773_right.png,eyepacs,2,train
eyepacs_35571_right,data/raw/eyepac/colored_images/colored_images/No_DR/35571_right.png,eyepacs,0,train
eyepacs_22124_right,data/raw/eyepac/colored_images/colored_images/No_DR/22124_right.png,eyepacs,0,train
eyepacs_15273_left,data/raw/eyepac/colored_images/colored_images/Moderate/15273_left.png,eyepacs,2,train
eyepacs_800_right,data/raw/eyepac/colored_images/colored_images/No_DR/800_right.png,eyepacs,0,train
eyepacs_15253_right,data/raw/eyepac/colored_images/colored_images/No_DR/15253_right.png,eyepacs,0,train
eyepacs_43134_right,data/raw/eyepac/colored_images/colored_images/Moderate/43134_right.png,eyepacs,2,train
eyepacs_39077_right,data/raw/eyepac/colored_images/colored_images/No_DR/39077_right.png,eyepacs,0,train
eyepacs_23121_left,data/raw/eyepac/colored_images/colored_images/Moderate/23121_left.png,eyepacs,2,train
eyepacs_33396_left,data/raw/eyepac/colored_images/colored_images/No_DR/33396_left.png,eyepacs,0,train
eyepacs_5664_right,data/raw/eyepac/colored_images/colored_images/No_DR/5664_right.png,eyepacs,0,train
eyepacs_7785_left,data/raw/eyepac/colored_images/colored_images/No_DR/7785_left.png,eyepacs,0,train
eyepacs_39727_left,data/raw/eyepac/colored_images/colored_images/No_DR/39727_left.png,eyepacs,0,train
eyepacs_38241_right,data/raw/eyepac/colored_images/colored_images/No_DR/38241_right.png,eyepacs,0,train
eyepacs_232_left,data/raw/eyepac/colored_images/colored_images/No_DR/232_left.png,eyepacs,0,train
eyepacs_20003_left,data/raw/eyepac/colored_images/colored_images/Moderate/20003_left.png,eyepacs,2,train
eyepacs_22658_right,data/raw/eyepac/colored_images/colored_images/No_DR/22658_right.png,eyepacs,0,train
eyepacs_6085_left,data/raw/eyepac/colored_images/colored_images/No_DR/6085_left.png,eyepacs,0,train
eyepacs_16_right,data/raw/eyepac/colored_images/colored_images/Proliferate_DR/16_right.png,eyepacs,4,train
eyepacs_5178_left,data/raw/eyepac/colored_images/colored_images/Moderate/5178_left.png,eyepacs,2,train
eyepacs_6878_left,data/raw/eyepac/colored_images/colored_images/Moderate/6878_left.png,eyepacs,2,train
eyepacs_19727_left,data/raw/eyepac/colored_images/colored_images/No_DR/19727_left.png,eyepacs,0,train
eyepacs_18325_left,data/raw/eyepac/colored_images/colored_images/Moderate/18325_left.png,eyepacs,2,train
eyepacs_1727_left,data/raw/eyepac/colored_images/colored_images/No_DR/1727_left.png,eyepacs,0,train
eyepacs_31675_left,data/raw/eyepac/colored_images/colored_images/Moderate/31675_left.png,eyepacs,2,train
eyepacs_15394_right,data/raw/eyepac/colored_images/colored_images/No_DR/15394_right.png,eyepacs,0,train
eyepacs_16735_left,data/raw/eyepac/colored_images/colored_images/No_DR/16735_left.png,eyepacs,0,train
eyepacs_34860_left,data/raw/eyepac/colored_images/colored_images/No_DR/34860_left.png,eyepacs,0,train
eyepacs_33015_right,data/raw/eyepac/colored_images/colored_images/No_DR/33015_right.png,eyepacs,0,train
eyepacs_15971_right,data/raw/eyepac/colored_images/colored_images/No_DR/15971_right.png,eyepacs,0,train
eyepacs_24916_right,data/raw/eyepac/colored_images/colored_images/No_DR/24916_right.png,eyepacs,0,train
eyepacs_28604_right,data/raw/eyepac/colored_images/colored_images/No_DR/28604_right.png,eyepacs,0,train
eyepacs_15736_right,data/raw/eyepac/colored_images/colored_images/No_DR/15736_right.png,eyepacs,0,train
eyepacs_23630_right,data/raw/eyepac/colored_images/colored_images/No_DR/23630_right.png,eyepacs,0,train
eyepacs_27905_right,data/raw/eyepac/colored_images/colored_images/Mild/27905_right.png,eyepacs,1,train
eyepacs_39670_right,data/raw/eyepac/colored_images/colored_images/Mild/39670_right.png,eyepacs,1,train
eyepacs_30365_left,data/raw/eyepac/colored_images/colored_images/No_DR/30365_left.png,eyepacs,0,train
eyepacs_21709_right,data/raw/eyepac/colored_images/colored_images/No_DR/21709_right.png,eyepacs,0,train
eyepacs_38638_left,data/raw/eyepac/colored_images/colored_images/Moderate/38638_left.png,eyepacs,2,train
eyepacs_28721_right,data/raw/eyepac/colored_images/colored_images/Mild/28721_right.png,eyepacs,1,train
eyepacs_3861_left,data/raw/eyepac/colored_images/colored_images/No_DR/3861_left.png,eyepacs,0,train
eyepacs_22668_right,data/raw/eyepac/colored_images/colored_images/Moderate/22668_right.png,eyepacs,2,train
eyepacs_33382_right,data/raw/eyepac/colored_images/colored_images/No_DR/33382_right.png,eyepacs,0,train
eyepacs_34043_left,data/raw/eyepac/colored_images/colored_images/No_DR/34043_left.png,eyepacs,0,train
eyepacs_2363_right,data/raw/eyepac/colored_images/colored_images/No_DR/2363_right.png,eyepacs,0,train
eyepacs_38967_right,data/raw/eyepac/colored_images/colored_images/No_DR/38967_right.png,eyepacs,0,train
eyepacs_22249_left,data/raw/eyepac/colored_images/colored_images/No_DR/22249_left.png,eyepacs,0,train
eyepacs_14320_left,data/raw/eyepac/colored_images/colored_images/No_DR/14320_left.png,eyepacs,0,train
eyepacs_32614_right,data/raw/eyepac/colored_images/colored_images/Mild/32614_right.png,eyepacs,1,train
eyepacs_318_left,data/raw/eyepac/colored_images/colored_images/No_DR/318_left.png,eyepacs,0,train
eyepacs_37762_left,data/raw/eyepac/colored_images/colored_images/Moderate/37762_left.png,eyepacs,2,train
eyepacs_17005_left,data/raw/eyepac/colored_images/colored_images/Moderate/17005_left.png,eyepacs,2,train
eyepacs_40711_left,data/raw/eyepac/colored_images/colored_images/Moderate/40711_left.png,eyepacs,2,train
eyepacs_39717_right,data/raw/eyepac/colored_images/colored_images/No_DR/39717_right.png,eyepacs,0,train
eyepacs_34356_right,data/raw/eyepac/colored_images/colored_images/No_DR/34356_right.png,eyepacs,0,train
eyepacs_44338_left,data/raw/eyepac/colored_images/colored_images/No_DR/44338_left.png,eyepacs,0,train
eyepacs_26873_right,data/raw/eyepac/colored_images/colored_images/No_DR/26873_right.png,eyepacs,0,train
eyepacs_41802_right,data/raw/eyepac/colored_images/colored_images/No_DR/41802_right.png,eyepacs,0,train
eyepacs_13846_left,data/raw/eyepac/colored_images/colored_images/No_DR/13846_left.png,eyepacs,0,train
eyepacs_15437_right,data/raw/eyepac/colored_images/colored_images/No_DR/15437_right.png,eyepacs,0,train
eyepacs_6337_left,data/raw/eyepac/colored_images/colored_images/Moderate/6337_left.png,eyepacs,2,train
eyepacs_18193_left,data/raw/eyepac/colored_images/colored_images/No_DR/18193_left.png,eyepacs,0,train
eyepacs_16474_left,data/raw/eyepac/colored_images/colored_images/No_DR/16474_left.png,eyepacs,0,train
eyepacs_6316_right,data/raw/eyepac/colored_images/colored_images/No_DR/6316_right.png,eyepacs,0,train
eyepacs_39403_right,data/raw/eyepac/colored_images/colored_images/Moderate/39403_right.png,eyepacs,2,train
eyepacs_20070_right,data/raw/eyepac/colored_images/colored_images/No_DR/20070_right.png,eyepacs,0,train
eyepacs_38426_left,data/raw/eyepac/colored_images/colored_images/No_DR/38426_left.png,eyepacs,0,train
eyepacs_14749_left,data/raw/eyepac/colored_images/colored_images/No_DR/14749_left.png,eyepacs,0,train
eyepacs_37347_right,data/raw/eyepac/colored_images/colored_images/No_DR/37347_right.png,eyepacs,0,train
eyepacs_14093_left,data/raw/eyepac/colored_images/colored_images/No_DR/14093_left.png,eyepacs,0,train
eyepacs_29126_right,data/raw/eyepac/colored_images/colored_images/Moderate/29126_right.png,eyepacs,2,train
eyepacs_10104_right,data/raw/eyepac/colored_images/colored_images/No_DR/10104_right.png,eyepacs,0,train
eyepacs_4003_left,data/raw/eyepac/colored_images/colored_images/No_DR/4003_left.png,eyepacs,0,train
eyepacs_28805_left,data/raw/eyepac/colored_images/colored_images/No_DR/28805_left.png,eyepacs,0,train
eyepacs_43064_left,data/raw/eyepac/colored_images/colored_images/No_DR/43064_left.png,eyepacs,0,train
eyepacs_43790_right,data/raw/eyepac/colored_images/colored_images/No_DR/43790_right.png,eyepacs,0,train
eyepacs_14530_left,data/raw/eyepac/colored_images/colored_images/Moderate/14530_left.png,eyepacs,2,train
eyepacs_22368_left,data/raw/eyepac/colored_images/colored_images/No_DR/22368_left.png,eyepacs,0,train
eyepacs_13458_right,data/raw/eyepac/colored_images/colored_images/No_DR/13458_right.png,eyepacs,0,train
eyepacs_31872_right,data/raw/eyepac/colored_images/colored_images/No_DR/31872_right.png,eyepacs,0,train
eyepacs_1496_right,data/raw/eyepac/colored_images/colored_images/Moderate/1496_right.png,eyepacs,2,train
eyepacs_24484_left,data/raw/eyepac/colored_images/colored_images/No_DR/24484_left.png,eyepacs,0,train
eyepacs_5383_left,data/raw/eyepac/colored_images/colored_images/Mild/5383_left.png,eyepacs,1,train
eyepacs_14128_right,data/raw/eyepac/colored_images/colored_images/No_DR/14128_right.png,eyepacs,0,train
eyepacs_7156_right,data/raw/eyepac/colored_images/colored_images/No_DR/7156_right.png,eyepacs,0,train
eyepacs_33287_left,data/raw/eyepac/colored_images/colored_images/Proliferate_DR/33287_left.png,eyepacs,4,train
eyepacs_42709_right,data/raw/eyepac/colored_images/colored_images/No_DR/42709_right.png,eyepacs,0,train
eyepacs_19979_right,data/raw/eyepac/colored_images/colored_images/No_DR/19979_right.png,eyepacs,0,train
eyepacs_27541_left,data/raw/eyepac/colored_images/colored_images/Mild/27541_left.png,eyepacs,1,train
eyepacs_3423_left,data/raw/eyepac/colored_images/colored_images/No_DR/3423_left.png,eyepacs,0,train
eyepacs_43339_left,data/raw/eyepac/colored_images/colored_images/Proliferate_DR/43339_left.png,eyepacs,4,train
eyepacs_4497_right,data/raw/eyepac/colored_images/colored_images/Moderate/4497_right.png,eyepacs,2,train
eyepacs_2734_right,data/raw/eyepac/colored_images/colored_images/No_DR/2734_right.png,eyepacs,0,train
eyepacs_32851_right,data/raw/eyepac/colored_images/colored_images/Proliferate_DR/32851_right.png,eyepacs,4,train
eyepacs_32097_right,data/raw/eyepac/colored_images/colored_images/No_DR/32097_right.png,eyepacs,0,train
eyepacs_783_left,data/raw/eyepac/colored_images/colored_images/No_DR/783_left.png,eyepacs,0,train
eyepacs_34713_left,data/raw/eyepac/colored_images/colored_images/Moderate/34713_left.png,eyepacs,2,train
eyepacs_5900_right,data/raw/eyepac/colored_images/colored_images/No_DR/5900_right.png,eyepacs,0,train
eyepacs_32402_left,data/raw/eyepac/colored_images/colored_images/Mild/32402_left.png,eyepacs,1,train
eyepacs_5029_right,data/raw/eyepac/colored_images/colored_images/No_DR/5029_right.png,eyepacs,0,train
eyepacs_27773_right,data/raw/eyepac/colored_images/colored_images/Severe/27773_right.png,eyepacs,3,train
eyepacs_37641_right,data/raw/eyepac/colored_images/colored_images/No_DR/37641_right.png,eyepacs,0,train
eyepacs_34238_left,data/raw/eyepac/colored_images/colored_images/No_DR/34238_left.png,eyepacs,0,train
eyepacs_3830_left,data/raw/eyepac/colored_images/colored_images/No_DR/3830_left.png,eyepacs,0,train
eyepacs_10073_left,data/raw/eyepac/colored_images/colored_images/No_DR/10073_left.png,eyepacs,0,train
eyepacs_36576_right,data/raw/eyepac/colored_images/colored_images/Moderate/36576_right.png,eyepacs,2,train
eyepacs_20635_left,data/raw/eyepac/colored_images/colored_images/No_DR/20635_left.png,eyepacs,0,train
eyepacs_37320_right,data/raw/eyepac/colored_images/colored_images/Mild/37320_right.png,eyepacs,1,train
eyepacs_43960_right,data/raw/eyepac/colored_images/colored_images/No_DR/43960_right.png,eyepacs,0,train
eyepacs_6809_right,data/raw/eyepac/colored_images/colored_images/No_DR/6809_right.png,eyepacs,0,train
eyepacs_700_right,data/raw/eyepac/colored_images/colored_images/No_DR/700_right.png,eyepacs,0,train
eyepacs_1170_left,data/raw/eyepac/colored_images/colored_images/No_DR/1170_left.png,eyepacs,0,train
eyepacs_6493_left,data/raw/eyepac/colored_images/colored_images/No_DR/6493_left.png,eyepacs,0,train
eyepacs_16937_left,data/raw/eyepac/colored_images/colored_images/Moderate/16937_left.png,eyepacs,2,train
eyepacs_41201_left,data/raw/eyepac/colored_images/colored_images/Proliferate_DR/41201_left.png,eyepacs,4,train
eyepacs_22439_left,data/raw/eyepac/colored_images/colored_images/No_DR/22439_left.png,eyepacs,0,train
eyepacs_25351_left,data/raw/eyepac/colored_images/colored_images/No_DR/25351_left.png,eyepacs,0,train
eyepacs_497_right,data/raw/eyepac/colored_images/colored_images/No_DR/497_right.png,eyepacs,0,train
eyepacs_19402_right,data/raw/eyepac/colored_images/colored_images/No_DR/19402_right.png,eyepacs,0,train
eyepacs_23897_left,data/raw/eyepac/colored_images/colored_images/No_DR/23897_left.png,eyepacs,0,train
eyepacs_43957_left,data/raw/eyepac/colored_images/colored_images/No_DR/43957_left.png,eyepacs,0,train
eyepacs_192_right,data/raw/eyepac/colored_images/colored_images/Moderate/192_right.png,eyepacs,2,train
eyepacs_30352_right,data/raw/eyepac/colored_images/colored_images/No_DR/30352_right.png,eyepacs,0,train
eyepacs_33591_right,data/raw/eyepac/colored_images/colored_images/No_DR/33591_right.png,eyepacs,0,train
eyepacs_2840_left,data/raw/eyepac/colored_images/colored_images/No_DR/2840_left.png,eyepacs,0,train
eyepacs_11840_right,data/raw/eyepac/colored_images/colored_images/No_DR/11840_right.png,eyepacs,0,train
eyepacs_22315_left,data/raw/eyepac/colored_images/colored_images/No_DR/22315_left.png,eyepacs,0,train
eyepacs_4755_left,data/raw/eyepac/colored_images/colored_images/Mild/4755_left.png,eyepacs,1,train
eyepacs_43637_right,data/raw/eyepac/colored_images/colored_images/Mild/43637_right.png,eyepacs,1,train
eyepacs_3375_right,data/raw/eyepac/colored_images/colored_images/No_DR/3375_right.png,eyepacs,0,train
eyepacs_20015_right,data/raw/eyepac/colored_images/colored_images/Moderate/20015_right.png,eyepacs,2,train
eyepacs_31670_left,data/raw/eyepac/colored_images/colored_images/No_DR/31670_left.png,eyepacs,0,train
eyepacs_1509_right,data/raw/eyepac/colored_images/colored_images/Moderate/1509_right.png,eyepacs,2,train
eyepacs_5021_left,data/raw/eyepac/colored_images/colored_images/No_DR/5021_left.png,eyepacs,0,train
eyepacs_936_right,data/raw/eyepac/colored_images/colored_images/Proliferate_DR/936_right.png,eyepacs,4,train
eyepacs_6623_right,data/raw/eyepac/colored_images/colored_images/No_DR/6623_right.png,eyepacs,0,train
eyepacs_35489_left,data/raw/eyepac/colored_images/colored_images/No_DR/35489_left.png,eyepacs,0,train
eyepacs_26597_left,data/raw/eyepac/colored_images/colored_images/Moderate/26597_left.png,eyepacs,2,train
eyepacs_35749_right,data/raw/eyepac/colored_images/colored_images/No_DR/35749_right.png,eyepacs,0,train
eyepacs_27081_left,data/raw/eyepac/colored_images/colored_images/Proliferate_DR/27081_left.png,eyepacs,4,train
eyepacs_7776_right,data/raw/eyepac/colored_images/colored_images/No_DR/7776_right.png,eyepacs,0,train
eyepacs_5525_right,data/raw/eyepac/colored_images/colored_images/No_DR/5525_right.png,eyepacs,0,train
eyepacs_16604_left,data/raw/eyepac/colored_images/colored_images/No_DR/16604_left.png,eyepacs,0,train
eyepacs_21073_left,data/raw/eyepac/colored_images/colored_images/No_DR/21073_left.png,eyepacs,0,train
eyepacs_44076_right,data/raw/eyepac/colored_images/colored_images/No_DR/44076_right.png,eyepacs,0,train
eyepacs_40351_left,data/raw/eyepac/colored_images/colored_images/Moderate/40351_left.png,eyepacs,2,train
eyepacs_36958_right,data/raw/eyepac/colored_images/colored_images/No_DR/36958_right.png,eyepacs,0,train
eyepacs_34334_right,data/raw/eyepac/colored_images/colored_images/Moderate/34334_right.png,eyepacs,2,train
eyepacs_24762_right,data/raw/eyepac/colored_images/colored_images/No_DR/24762_right.png,eyepacs,0,train
eyepacs_36174_right,data/raw/eyepac/colored_images/colored_images/No_DR/36174_right.png,eyepacs,0,train
eyepacs_32690_right,data/raw/eyepac/colored_images/colored_images/No_DR/32690_right.png,eyepacs,0,train
eyepacs_43827_left,data/raw/eyepac/colored_images/colored_images/No_DR/43827_left.png,eyepacs,0,train
eyepacs_7403_right,data/raw/eyepac/colored_images/colored_images/No_DR/7403_right.png,eyepacs,0,train
eyepacs_7767_left,data/raw/eyepac/colored_images/colored_images/Moderate/7767_left.png,eyepacs,2,train
eyepacs_24526_left,data/raw/eyepac/colored_images/colored_images/No_DR/24526_left.png,eyepacs,0,train
eyepacs_1802_right,data/raw/eyepac/colored_images/colored_images/No_DR/1802_right.png,eyepacs,0,train
eyepacs_33619_right,data/raw/eyepac/colored_images/colored_images/No_DR/33619_right.png,eyepacs,0,train
eyepacs_7773_left,data/raw/eyepac/colored_images/colored_images/Moderate/7773_left.png,eyepacs,2,train
eyepacs_7679_right,data/raw/eyepac/colored_images/colored_images/No_DR/7679_right.png,eyepacs,0,train
eyepacs_9312_left,data/raw/eyepac/colored_images/colored_images/No_DR/9312_left.png,eyepacs,0,train
eyepacs_43863_left,data/raw/eyepac/colored_images/colored_images/No_DR/43863_left.png,eyepacs,0,train
eyepacs_12937_right,data/raw/eyepac/colored_images/colored_images/No_DR/12937_right.png,eyepacs,0,train
eyepacs_39833_left,data/raw/eyepac/colored_images/colored_images/No_DR/39833_left.png,eyepacs,0,train
eyepacs_8638_left,data/raw/eyepac/colored_images/colored_images/No_DR/8638_left.png,eyepacs,0,train
eyepacs_24898_right,data/raw/eyepac/colored_images/colored_images/No_DR/24898_right.png,eyepacs,0,train
eyepacs_43304_right,data/raw/eyepac/colored_images/colored_images/No_DR/43304_right.png,eyepacs,0,train
eyepacs_20164_right,data/raw/eyepac/colored_images/colored_images/Moderate/20164_right.png,eyepacs,2,train
eyepacs_24418_left,data/raw/eyepac/colored_images/colored_images/No_DR/24418_left.png,eyepacs,0,train
eyepacs_30318_left,data/raw/eyepac/colored_images/colored_images/Mild/30318_left.png,eyepacs,1,train
eyepacs_26747_right,data/raw/eyepac/colored_images/colored_images/No_DR/26747_right.png,eyepacs,0,train
eyepacs_9584_left,data/raw/eyepac/colored_images/colored_images/No_DR/9584_left.png,eyepacs,0,train
eyepacs_26328_right,data/raw/eyepac/colored_images/colored_images/Moderate/26328_right.png,eyepacs,2,train
eyepacs_1049_right,data/raw/eyepac/colored_images/colored_images/Moderate/1049_right.png,eyepacs,2,train
eyepacs_26721_right,data/raw/eyepac/colored_images/colored_images/No_DR/26721_right.png,eyepacs,0,train
eyepacs_39649_right,data/raw/eyepac/colored_images/colored_images/No_DR/39649_right.png,eyepacs,0,train
eyepacs_36466_left,data/raw/eyepac/colored_images/colored_images/Mild/36466_left.png,eyepacs,1,train
eyepacs_22310_right,data/raw/eyepac/colored_images/colored_images/No_DR/22310_right.png,eyepacs,0,train
eyepacs_44070_left,data/raw/eyepac/colored_images/colored_images/No_DR/44070_left.png,eyepacs,0,train
eyepacs_40634_right,data/raw/eyepac/colored_images/colored_images/No_DR/40634_right.png,eyepacs,0,train
eyepacs_12447_right,data/raw/eyepac/colored_images/colored_images/No_DR/12447_right.png,eyepacs,0,train
eyepacs_12575_left,data/raw/eyepac/colored_images/colored_images/No_DR/12575_left.png,eyepacs,0,train
eyepacs_30830_right,data/raw/eyepac/colored_images/colored_images/No_DR/30830_right.png,eyepacs,0,train
eyepacs_2561_right,data/raw/eyepac/colored_images/colored_images/Moderate/2561_right.png,eyepacs,2,train
eyepacs_5759_left,data/raw/eyepac/colored_images/colored_images/No_DR/5759_left.png,eyepacs,0,train
eyepacs_33695_left,data/raw/eyepac/colored_images/colored_images/No_DR/33695_left.png,eyepacs,0,train
eyepacs_30915_right,data/raw/eyepac/colored_images/colored_images/Moderate/30915_right.png,eyepacs,2,train
eyepacs_2889_left,data/raw/eyepac/colored_images/colored_images/No_DR/2889_left.png,eyepacs,0,train
eyepacs_9068_right,data/raw/eyepac/colored_images/colored_images/No_DR/9068_right.png,eyepacs,0,train
eyepacs_740_left,data/raw/eyepac/colored_images/colored_images/No_DR/740_left.png,eyepacs,0,train
eyepacs_24242_right,data/raw/eyepac/colored_images/colored_images/No_DR/24242_right.png,eyepacs,0,train
eyepacs_10510_right,data/raw/eyepac/colored_images/colored_images/Moderate/10510_right.png,eyepacs,2,train
eyepacs_12660_right,data/raw/eyepac/colored_images/colored_images/No_DR/12660_right.png,eyepacs,0,train
eyepacs_42700_right,data/raw/eyepac/colored_images/colored_images/Moderate/42700_right.png,eyepacs,2,train
eyepacs_39878_right,data/raw/eyepac/colored_images/colored_images/No_DR/39878_right.png,eyepacs,0,train
eyepacs_30913_right,data/raw/eyepac/colored_images/colored_images/No_DR/30913_right.png,eyepacs,0,train
eyepacs_17350_left,data/raw/eyepac/colored_images/colored_images/No_DR/17350_left.png,eyepacs,0,train
eyepacs_14161_right,data/raw/eyepac/colored_images/colored_images/No_DR/14161_right.png,eyepacs,0,train
eyepacs_30856_left,data/raw/eyepac/colored_images/colored_images/No_DR/30856_left.png,eyepacs,0,train
eyepacs_35952_left,data/raw/eyepac/colored_images/colored_images/No_DR/35952_left.png,eyepacs,0,train
eyepacs_11435_right,data/raw/eyepac/colored_images/colored_images/No_DR/11435_right.png,eyepacs,0,train
eyepacs_5533_right,data/raw/eyepac/colored_images/colored_images/No_DR/5533_right.png,eyepacs,0,train
eyepacs_8711_left,data/raw/eyepac/colored_images/colored_images/Mild/8711_left.png,eyepacs,1,train
eyepacs_38895_right,data/raw/eyepac/colored_images/colored_images/Mild/38895_right.png,eyepacs,1,train
eyepacs_14940_left,data/raw/eyepac/colored_images/colored_images/No_DR/14940_left.png,eyepacs,0,train
eyepacs_24117_left,data/raw/eyepac/colored_images/colored_images/No_DR/24117_left.png,eyepacs,0,train
eyepacs_43235_left,data/raw/eyepac/colored_images/colored_images/Mild/43235_left.png,eyepacs,1,train
eyepacs_19793_left,data/raw/eyepac/colored_images/colored_images/No_DR/19793_left.png,eyepacs,0,train
eyepacs_5365_right,data/raw/eyepac/colored_images/colored_images/No_DR/5365_right.png,eyepacs,0,train
eyepacs_40832_right,data/raw/eyepac/colored_images/colored_images/No_DR/40832_right.png,eyepacs,0,train
eyepacs_39359_left,data/raw/eyepac/colored_images/colored_images/No_DR/39359_left.png,eyepacs,0,train
eyepacs_26840_right,data/raw/eyepac/colored_images/colored_images/No_DR/26840_right.png,eyepacs,0,train
eyepacs_25531_right,data/raw/eyepac/colored_images/colored_images/Moderate/25531_right.png,eyepacs,2,train
eyepacs_971_right,data/raw/eyepac/colored_images/colored_images/Mild/971_right.png,eyepacs,1,train
eyepacs_14967_left,data/raw/eyepac/colored_images/colored_images/Mild/14967_left.png,eyepacs,1,train
eyepacs_40615_right,data/raw/eyepac/colored_images/colored_images/No_DR/40615_right.png,eyepacs,0,train
eyepacs_13113_left,data/raw/eyepac/colored_images/colored_images/No_DR/13113_left.png,eyepacs,0,train
eyepacs_23548_right,data/raw/eyepac/colored_images/colored_images/No_DR/23548_right.png,eyepacs,0,train
eyepacs_38179_right,data/raw/eyepac/colored_images/colored_images/Mild/38179_right.png,eyepacs,1,train
eyepacs_8377_left,data/raw/eyepac/colored_images/colored_images/No_DR/8377_left.png,eyepacs,0,train
eyepacs_39402_right,data/raw/eyepac/colored_images/colored_images/Mild/39402_right.png,eyepacs,1,train
eyepacs_11476_left,data/raw/eyepac/colored_images/colored_images/No_DR/11476_left.png,eyepacs,0,train
eyepacs_4249_left,data/raw/eyepac/colored_images/colored_images/Mild/4249_left.png,eyepacs,1,train
eyepacs_10078_right,data/raw/eyepac/colored_images/colored_images/No_DR/10078_right.png,eyepacs,0,train
eyepacs_3892_right,data/raw/eyepac/colored_images/colored_images/No_DR/3892_right.png,eyepacs,0,train
eyepacs_40_right,data/raw/eyepac/colored_images/colored_images/No_DR/40_right.png,eyepacs,0,train
eyepacs_16154_left,data/raw/eyepac/colored_images/colored_images/Moderate/16154_left.png,eyepacs,2,train
eyepacs_20195_right,data/raw/eyepac/colored_images/colored_images/No_DR/20195_right.png,eyepacs,0,train
eyepacs_30617_left,data/raw/eyepac/colored_images/colored_images/No_DR/30617_left.png,eyepacs,0,train
eyepacs_21701_right,data/raw/eyepac/colored_images/colored_images/No_DR/21701_right.png,eyepacs,0,train
